GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED,COMPLEXITY_TOTAL,BRANCH_RANK,LINE_RANK,CC_RANK,d_Branch,d_Line,d^2_Branch,d^2_Line
Apache Commons Collections,org.apache.commons.collections4.bag,SynchronizedSortedBag,42,9,0,0,6,13,6,11,6,10,17,320,225,114,206,111,42436,12321
Apache Commons Collections,org.apache.commons.collections4.bag,TransformedSortedBag,44,23,4,0,7,11,5,5,2,5,10,321,248,204,117,44,13689,1936
Apache Commons Collections,org.apache.commons.collections4.bag,AbstractMapBag.MutableInteger,18,6,4,0,0,24,0,15,0,11,15,322,114,137,185,-23,34225,529
Apache Commons Collections,org.apache.commons.collections4.bag,HashBag,0,28,0,0,0,9,0,5,0,4,5,323,274,312,11,-38,121,1444
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie.KeySet.KeyIterator,0,12,0,0,0,8,0,6,0,6,6,324,291,285,39,6,1521,36
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie.Values.ValueIterator,0,12,0,0,0,6,0,2,0,2,2,325,336,409,-84,-73,7056,5329
Apache Commons Collections,org.apache.commons.collections4.trie,PatriciaTrie,7,6,0,0,5,26,5,21,5,19,26,326,104,53,273,51,74529,2601
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie.EntrySet.EntryIterator,0,11,0,0,0,12,0,5,0,3,5,327,235,312,15,-77,225,5929
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie.Reference,7,0,0,0,0,14,0,11,0,10,11,328,216,181,147,35,21609,1225
Apache Commons Collections,org.apache.commons.collections4.list,SetUniqueList.SetListIterator,0,29,0,0,0,25,0,16,0,15,16,329,110,121,208,-11,43264,121
Apache Commons Collections,org.apache.commons.collections4.list,PredicatedList.PredicatedListIterator,0,25,0,0,1,32,1,23,0,19,24,330,80,62,268,18,71824,324
Apache Commons Collections,org.apache.commons.collections4.list,AbstractSerializableListDecorator,0,19,0,0,3,9,2,3,2,3,5,331,274,312,19,-38,361,1444
Apache Commons Collections,org.apache.commons.collections4.list,FixedSizeList,22,72,0,0,0,12,1,8,0,5,9,332,235,224,108,11,11664,121
Apache Commons Collections,org.apache.commons.collections4.list,FixedSizeList.FixedSizeListIterator,4,7,0,0,2,5,1,6,1,4,7,333,354,267,66,87,4356,7569
Apache Commons Collections,org.apache.commons.collections4.list,TransformedList.TransformedListIterator,0,27,0,0,9,7,8,6,8,6,14,334,319,148,186,171,34596,29241
Apache Commons Collections,org.apache.commons.collections4.list,AbstractLinkedList.Node,26,22,0,0,0,33,0,21,0,20,21,335,75,73,262,2,68644,4
Apache Commons Collections,org.apache.commons.collections4.functors,ExceptionPredicate,0,14,0,0,0,8,0,3,0,3,3,336,291,375,-39,-84,1521,7056
Apache Commons Collections,org.apache.commons.collections4.functors,ComparatorPredicate.Criterion,0,54,0,0,0,6,0,7,0,5,7,337,336,267,70,69,4900,4761
Apache Commons Collections,org.apache.commons.collections4.functors,StringValueTransformer,0,12,0,0,7,119,8,56,2,25,64,338,14,13,325,1,105625,1
Apache Commons Collections,org.apache.commons.collections4.functors,UniquePredicate,0,17,0,0,3,83,4,39,0,23,43,339,25,30,309,-5,95481,25
Apache Commons Collections,org.apache.commons.collections4.functors,AbstractQuantifierPredicate,4,6,0,0,8,12,4,8,2,8,12,340,235,172,168,63,28224,3969
Apache Commons Collections,org.apache.commons.collections4.functors,CatchAndRethrowClosure,0,17,0,0,5,6,4,5,4,5,9,341,336,224,117,112,13689,12544
Apache Commons Collections,org.apache.commons.collections4.functors,ExceptionFactory,0,14,0,0,3,15,3,11,3,11,14,342,202,148,194,54,37636,2916
Apache Commons Collections,org.apache.commons.collections4.functors,NOPTransformer,0,11,0,0,0,13,0,9,0,9,9,343,225,224,119,1,14161,1
Apache Commons Collections,org.apache.commons.collections4.functors,FalsePredicate,0,11,0,0,10,15,6,11,4,11,17,344,202,114,230,88,52900,7744
Apache Commons Collections,org.apache.commons.collections4.functors,ExceptionClosure,0,14,0,0,11,10,6,4,4,4,10,345,264,204,141,60,19881,3600
Apache Commons Collections,org.apache.commons.collections4.functors,TruePredicate,0,11,0,0,13,43,8,16,4,10,24,346,53,62,284,-9,80656,81
Apache Commons Collections,org.apache.commons.collections4.functors,ExceptionTransformer,0,14,0,0,0,4,0,3,0,3,3,347,367,375,-28,-8,784,64
Apache Commons Collections,org.apache.commons.collections4.functors,NOPClosure,0,10,0,0,0,22,0,13,0,6,13,348,133,160,188,-27,35344,729
Apache Commons Collections,org.apache.commons.collections4.bidimap,TreeBidiMap.InverseViewMapEntryIterator,5,21,0,0,2,27,2,14,2,8,16,349,100,121,228,-21,51984,441
Apache Commons Collections,org.apache.commons.collections4.bidimap,AbstractSortedBidiMapDecorator,28,8,0,0,5,32,4,14,3,8,18,350,80,98,252,-18,63504,324
Apache Commons Collections,org.apache.commons.collections4.bidimap,DualLinkedHashBidiMap,12,49,0,0,0,17,0,8,0,4,8,351,179,242,109,-63,11881,3969
Apache Commons Collections,org.apache.commons.collections4.bidimap,AbstractOrderedBidiMapDecorator,8,26,0,0,0,12,1,6,0,4,7,352,235,267,85,-32,7225,1024
Apache Commons Collections,org.apache.commons.collections4.bidimap,DualHashBidiMap,12,49,0,0,2,31,2,13,0,11,15,353,87,137,216,-50,46656,2500
Apache Commons Collections,org.apache.commons.collections4.bidimap,TreeBidiMap.View,0,17,0,0,1,17,1,11,0,11,12,354,179,172,182,7,33124,49
Apache Commons Collections,org.apache.commons.collections4.bidimap,TreeBidiMap.DataElement,0,37,0,0,0,6,0,4,0,4,4,355,336,343,12,-7,144,49
Apache Commons Collections,org.apache.commons.collections4.bidimap,TreeBidiMap.ViewMapEntryIterator,3,11,0,0,1,8,1,4,0,4,5,356,291,312,44,-21,1936,441
Apache Commons Collections,org.apache.commons.collections4.bidimap,AbstractBidiMapDecorator,13,17,0,0,11,9,6,5,6,5,11,357,274,181,176,93,30976,8649
Apache Commons Collections,org.apache.commons.collections4.map,AbstractLinkedMap.EntrySetIterator,3,7,0,0,1,25,1,14,1,10,15,358,110,137,221,-27,48841,729
Apache Commons Collections,org.apache.commons.collections4.map,AbstractHashedMap.Values,0,23,0,0,0,17,0,12,0,10,12,359,179,172,187,7,34969,49
Apache Commons Collections,org.apache.commons.collections4.map,AbstractOrderedMapDecorator,4,29,0,0,0,17,0,10,0,6,10,360,179,204,156,-25,24336,625
Apache Commons Collections,org.apache.commons.collections4.map,ListOrderedMap.KeySetView.new AbstractUntypedIteratorDecorator() {...},0,13,0,0,0,4,0,3,0,3,3,361,367,375,-14,-8,196,64
Apache Commons Collections,org.apache.commons.collections4.map,PredicatedSortedMap,0,72,0,0,1,15,3,8,0,5,11,362,202,181,181,21,32761,441
Apache Commons Collections,org.apache.commons.collections4.map,AbstractReferenceMap.SoftRef,11,0,0,0,0,5,0,4,0,4,4,363,354,343,20,11,400,121
Apache Commons Collections,org.apache.commons.collections4.map,ListOrderedMap.ValuesView.new AbstractUntypedIteratorDecorator() {...},0,13,0,0,0,3,0,2,0,2,2,364,399,409,-45,-10,2025,100
Apache Commons Collections,org.apache.commons.collections4.map,StaticBucketMap.KeyIterator,0,12,0,0,0,56,0,23,0,8,23,365,39,64,301,-25,90601,625
Apache Commons Collections,org.apache.commons.collections4.map,Flat3Map.KeySetIterator,0,8,0,0,0,12,0,7,0,5,7,366,235,267,99,-32,9801,1024
Apache Commons Collections,org.apache.commons.collections4.map,AbstractReferenceMap.WeakRef,0,11,0,0,2,3,1,3,1,3,4,367,399,343,24,56,576,3136
Apache Commons Collections,org.apache.commons.collections4.map,AbstractReferenceMap.ReferenceKeySetIterator,0,8,0,0,0,28,0,11,0,5,11,368,95,181,187,-86,34969,7396
Apache Commons Collections,org.apache.commons.collections4.map,ListOrderedMap.KeySetView,0,28,0,0,13,0,9,0,8,0,9,369,467,224,145,243,21025,59049
Apache Commons Collections,org.apache.commons.collections4.map,AbstractLinkedMap.ValuesIterator,4,8,0,0,15,0,11,0,10,0,11,370,467,181,189,286,35721,81796
Apache Commons Collections,org.apache.commons.collections4.map,AbstractLinkedMap.LinkEntry,0,7,0,0,0,18,0,13,0,11,13,371,170,160,211,10,44521,100
Apache Commons Collections,org.apache.commons.collections4.map,StaticBucketMap.ValueIterator,0,12,0,0,4,39,4,21,1,12,25,372,59,55,317,4,100489,16
Apache Commons Collections,org.apache.commons.collections4.map,MultiValueMap.1.1.new Map.Entry() {...},4,16,0,0,1,31,1,14,0,6,15,373,87,137,236,-50,55696,2500
Apache Commons Collections,org.apache.commons.collections4.map,LazySortedMap,0,75,0,0,4,35,3,18,0,8,21,374,68,73,301,-5,90601,25
Apache Commons Collections,org.apache.commons.collections4.map,LinkedMap.LinkedMapList,4,88,0,0,0,32,2,23,0,11,25,375,80,55,320,25,102400,625
Apache Commons Collections,org.apache.commons.collections4.map,MultiValueMap.1.new Transformer() {...},0,15,0,0,0,15,0,10,0,8,10,376,202,204,172,-2,29584,4
Apache Commons Collections,org.apache.commons.collections4.map,AbstractHashedMap.ValuesIterator,0,8,0,0,1,5,1,3,1,3,4,377,354,343,34,11,1156,121
Apache Commons Collections,org.apache.commons.collections4.map,UnmodifiableEntrySet.UnmodifiableEntrySetIterator,0,21,0,0,18,58,15,24,9,12,39,378,35,33,345,2,119025,4
Apache Commons Collections,org.apache.commons.collections4.map,SingletonMap.SingletonValues,4,23,0,0,18,87,10,36,4,18,46,379,20,23,356,-3,126736,9
Apache Commons Collections,org.apache.commons.collections4.map,ListOrderedMap.ListOrderedMapEntry,0,22,0,0,1,34,1,12,0,6,13,380,72,160,220,-88,48400,7744
Apache Commons Collections,org.apache.commons.collections4.map,StaticBucketMap.EntryIterator,0,11,0,0,0,2,0,1,0,1,1,381,426,465,-84,-39,7056,1521
Apache Commons Collections,org.apache.commons.collections4.map,HashedMap,0,35,0,0,0,45,0,21,0,4,21,382,51,73,309,-22,95481,484
Apache Commons Collections,org.apache.commons.collections4.map,AbstractInputCheckedMapDecorator.MapEntry,0,20,0,0,3,12,3,8,0,6,11,383,235,181,202,54,40804,2916
Apache Commons Collections,org.apache.commons.collections4.map,AbstractInputCheckedMapDecorator.EntrySetIterator,0,24,0,0,4,6,2,4,2,4,6,384,336,285,99,51,9801,2601
Apache Commons Collections,org.apache.commons.collections4.map,ReferenceMap,24,28,0,0,31,0,14,0,9,0,14,385,467,148,237,319,56169,101761
Apache Commons Collections,org.apache.commons.collections4.map,ListOrderedMap.ListOrderedIterator,0,34,0,0,0,4,0,3,0,3,3,386,367,375,11,-8,121,64
Apache Commons Collections,org.apache.commons.collections4.map,AbstractReferenceMap.ReferenceValuesIterator,0,8,0,0,3,28,3,13,3,8,16,387,95,121,266,-26,70756,676
Apache Commons Collections,org.apache.commons.collections4.map,AbstractHashedMap.KeySet,0,35,0,0,0,12,0,11,0,11,11,388,235,181,207,54,42849,2916
Apache Commons Collections,org.apache.commons.collections4.map,AbstractHashedMap.KeySetIterator,0,8,0,0,11,61,8,23,2,9,31,389,34,48,341,-14,116281,196
Apache Commons Collections,org.apache.commons.collections4.map,AbstractLinkedMap.KeySetIterator,4,8,0,0,3,23,1,14,1,10,15,390,127,137,253,-10,64009,100
Apache Commons Collections,org.apache.commons.collections4.map,Flat3Map.EntrySetIterator,0,7,0,0,5,26,5,24,5,24,29,391,104,49,342,55,116964,3025
Apache Commons Collections,org.apache.commons.collections4.map,AbstractSortedMapDecorator.SortedMapIterator,29,0,0,0,4,4,2,2,2,2,4,392,367,343,49,24,2401,576
Apache Commons Collections,org.apache.commons.collections4.map,ListOrderedMap.ValuesView,0,44,0,0,0,13,0,6,0,3,6,393,225,285,108,-60,11664,3600
Apache Commons Collections,org.apache.commons.collections4.map,AbstractHashedMap.EntrySetIterator,0,7,0,0,3,11,3,9,3,9,12,394,248,172,222,76,49284,5776
Apache Commons Collections,org.apache.commons.collections4.map,AbstractIterableMap,0,9,0,0,0,4,0,3,0,2,3,395,367,375,20,-8,400,64
Apache Commons Collections,org.apache.commons.collections4.map,AbstractSortedMapDecorator,51,23,4,0,0,8,0,5,0,5,5,396,291,312,84,-21,7056,441
Apache Commons Collections,org.apache.commons.collections4.map,StaticBucketMap.Values,0,21,0,0,11,43,12,31,11,14,43,397,53,30,367,23,134689,529
Apache Commons Collections,org.apache.commons.collections4.map,AbstractReferenceMap.ReferenceEntrySetIterator,0,7,0,0,4,25,5,15,1,10,20,398,110,80,318,30,101124,900
Apache Commons Collections,org.apache.commons.collections4.map,Flat3Map.ValuesIterator,0,8,0,0,0,4,0,2,0,2,2,399,367,409,-10,-42,100,1764
Apache Commons Collections,org.apache.commons.collections4.map,UnmodifiableEntrySet.UnmodifiableEntry,0,11,0,0,0,45,0,36,0,34,36,400,51,36,364,15,132496,225
Apache Commons Collections,org.apache.commons.collections4.multimap,ArrayListValuedHashMap,34,48,2,0,1,4,4,5,1,4,9,401,367,224,177,143,31329,20449
Apache Commons Collections,org.apache.commons.collections4.multimap,HashSetValuedHashMap,25,38,0,0,0,3,0,5,0,3,5,402,399,312,90,87,8100,7569
Apache Commons Collections,org.apache.commons.collections4.multimap,AbstractMultiValuedMap.KeysMultiSet.MapEntryTransformer,0,12,0,0,0,2,0,2,0,2,2,403,426,409,-6,17,36,289
Apache Commons Collections,org.apache.commons.collections4.multimap,AbstractMultiValuedMap.EntryValues.1.new Transformer() {...},0,20,0,0,1,4,3,4,1,4,7,404,367,267,137,100,18769,10000
Apache Commons Collections,org.apache.commons.collections4.multimap,AbstractMultiValuedMap.MultiValuedMapEntry,0,12,0,0,0,3,0,5,0,3,5,405,399,312,93,87,8649,7569
Apache Commons Collections,org.apache.commons.collections4.multimap,AbstractListValuedMap,0,27,0,0,0,2,0,3,0,2,3,406,426,375,31,51,961,2601
Apache Commons Collections,org.apache.commons.collections4.multimap,AbstractMultiValuedMap.KeysMultiSet.MapEntryTransformer.new AbstractMultiSet.AbstractEntry() {...},0,19,0,0,0,11,0,5,0,4,5,407,248,312,95,-64,9025,4096
Apache Commons Collections,org.apache.commons.collections4.multimap,AbstractMultiValuedMap.EntryValues,0,15,0,0,0,4,0,3,0,2,3,408,367,375,33,-8,1089,64
Apache Commons Collections,org.apache.commons.collections4.multimap,AbstractSetValuedMap,0,27,0,0,58,168,44,97,16,54,141,409,10,7,402,3,161604,9
Apache Commons Collections,org.apache.commons.collections4.multimap,AbstractMultiValuedMap.AsMap.AsMapEntrySetIterator,0,24,0,0,5,3,2,3,2,3,5,410,399,312,98,87,9604,7569
Apache Commons Collections,org.apache.commons.collections4.set,ListOrderedSet.OrderedSetIterator,14,28,0,0,0,28,0,18,0,16,18,411,95,98,313,-3,97969,9
Apache Commons Collections,org.apache.commons.collections4.set,AbstractNavigableSetDecorator,39,28,0,0,6,9,6,6,1,3,12,412,274,172,240,102,57600,10404
Apache Commons Collections,org.apache.commons.collections4.set,AbstractSerializableSetDecorator,0,19,0,0,3,8,3,4,0,2,7,413,291,267,146,24,21316,576
Apache Commons Collections,org.apache.commons.collections4.set,TransformedSortedSet,44,60,4,0,0,2,0,2,0,2,2,414,426,409,5,17,25,289
Apache Commons Collections,org.apache.commons.collections4.set,AbstractSortedSetDecorator,19,20,0,0,0,2,0,2,0,2,2,415,426,409,6,17,36,289
Apache Commons Collections,org.apache.commons.collections4.set,PredicatedNavigableSet,15,74,0,0,0,6,0,3,0,2,3,416,336,375,41,-39,1681,1521
Apache Commons Collections,org.apache.commons.collections4.set,PredicatedSortedSet,0,64,0,0,0,2,0,2,0,2,2,417,426,409,8,17,64,289
Apache Commons Collections,org.apache.commons.collections4.set,TransformedNavigableSet,55,74,4,0,0,2,0,2,0,2,2,418,426,409,9,17,81,289
Apache Commons Collections,org.apache.commons.collections4.iterators,EnumerationIterator,36,29,4,0,0,2,0,2,0,2,2,419,426,409,10,17,100,289
Apache Commons Collections,org.apache.commons.collections4.iterators,EmptyMapIterator,0,10,0,0,0,2,0,2,0,2,2,420,426,409,11,17,121,289
Apache Commons Collections,org.apache.commons.collections4.iterators,EmptyIterator,0,14,0,0,0,2,0,2,0,2,2,421,426,409,12,17,144,289
Apache Commons Collections,org.apache.commons.collections4.iterators,TransformIterator,23,28,0,0,9,337,19,184,0,68,203,422,2,1,421,1,177241,1
Apache Commons Collections,org.apache.commons.collections4.iterators,EmptyOrderedMapIterator,0,10,0,0,0,2,0,2,0,2,2,423,426,409,14,17,196,289
Apache Commons Collections,org.apache.commons.collections4.iterators,AbstractEmptyMapIterator,0,18,0,0,0,2,0,2,0,2,2,424,426,409,15,17,225,289
Apache Commons Collections,org.apache.commons.collections4.iterators,AbstractIteratorDecorator,0,8,0,0,0,2,0,2,0,2,2,425,426,409,16,17,256,289
Apache Commons Collections,org.apache.commons.collections4.iterators,IteratorIterable.new Iterator() {...},4,14,0,0,8,22,8,14,4,8,22,426,133,69,357,64,127449,4096
Apache Commons Collections,org.apache.commons.collections4.iterators,AbstractMapIteratorDecorator,41,0,2,0,0,1,0,1,0,1,1,427,464,465,-38,-1,1444,1
Apache Commons Collections,org.apache.commons.collections4.iterators,AbstractOrderedMapIteratorDecorator,49,0,2,0,7,120,7,68,4,40,75,428,13,11,417,2,173889,4
Apache Commons Collections,org.apache.commons.collections4.iterators,EmptyListIterator,2,12,0,0,6,24,6,10,2,6,16,429,114,121,308,-7,94864,49
Apache Commons Collections,org.apache.commons.collections4.iterators,UniqueFilterIterator,0,5,0,0,0,6,0,6,0,6,6,430,336,285,145,51,21025,2601
Apache Commons Collections,org.apache.commons.collections4.iterators,IteratorEnumeration,7,17,0,0,21,285,23,145,15,59,168,431,6,6,425,0,180625,0
Apache Commons Collections,org.apache.commons.collections4.iterators,EntrySetMapIterator,121,0,10,0,1,9,1,4,0,4,5,432,274,312,120,-38,14400,1444
Apache Commons Collections,org.apache.commons.collections4.iterators,EmptyOrderedIterator,0,10,0,0,0,2,0,2,0,2,2,433,426,409,24,17,576,289
Apache Commons Collections,org.apache.commons.collections4.iterators,AbstractEmptyIterator,0,37,0,0,0,4,1,2,0,2,3,434,367,375,59,-8,3481,64
Apache Commons Collections,org.apache.commons.collections4,PredicateUtils,12,98,0,0,9,91,12,49,5,19,61,435,19,14,421,5,177241,25
Apache Commons Collections,org.apache.commons.collections4,FunctorException,8,8,0,0,0,6,0,6,0,6,6,436,336,285,151,51,22801,2601
Apache Commons Collections,org.apache.commons.collections4,BagUtils,8,39,0,0,3,11,3,3,1,3,6,437,248,285,152,-37,23104,1369
Apache Commons Collections,org.apache.commons.collections4,ListUtils.LcsVisitor,0,19,0,0,0,6,0,5,0,5,5,438,336,312,126,24,15876,576
Apache Commons Collections,org.apache.commons.collections4,IterableUtils.UnmodifiableIterable,0,11,0,0,0,2,0,2,0,2,2,439,426,409,30,17,900,289
Apache Commons Collections,org.apache.commons.collections4,SetUtils.new Predicate() {...},0,11,0,0,0,2,0,2,0,2,2,440,426,409,31,17,961,289
Apache Commons Collections,org.apache.commons.collections4,SetUtils.new SetUtils.SetView() {...},12,41,4,0,0,2,0,2,0,2,2,441,426,409,32,17,1024,289
Apache Commons Collections,org.apache.commons.collections4,SetUtils.SetView,16,11,0,0,0,5,0,3,0,3,3,442,354,375,67,-21,4489,441
Apache Commons Collections,org.apache.commons.collections4,IterableUtils.new FluentIterable() {...},0,13,0,0,0,1,0,1,0,1,1,443,464,465,-22,-1,484,1
Apache Commons Collections,org.apache.commons.collections4,IterableUtils.new FluentIterable() {...},0,17,0,0,0,1,0,1,0,1,1,444,464,465,-21,-1,441,1
Apache Commons Collections,org.apache.commons.collections4,IterableUtils.new FluentIterable() {...},0,16,0,0,6,17,8,12,4,12,20,445,179,80,365,99,133225,9801
Apache Commons Collections,org.apache.commons.collections4,IterableUtils.new FluentIterable() {...},0,11,0,0,0,34,0,25,0,23,25,446,72,55,391,17,152881,289
Apache Commons Collections,org.apache.commons.collections4,IterableUtils.new FluentIterable() {...},0,16,0,0,0,12,0,7,0,6,7,447,235,267,180,-32,32400,1024
Apache Commons Collections,org.apache.commons.collections4,IterableUtils.new FluentIterable() {...},0,16,0,0,1,20,3,15,0,15,18,448,155,98,350,57,122500,3249
Apache Commons Collections,org.apache.commons.collections4,IterableUtils.new FluentIterable() {...},0,22,0,0,4,3,4,1,2,1,5,449,399,312,137,87,18769,7569
Apache Commons Collections,org.apache.commons.collections4,IterableUtils.new FluentIterable() {...},0,18,0,0,0,16,0,4,0,3,4,450,192,343,107,-151,11449,22801
Apache Commons Collections,org.apache.commons.collections4,IterableUtils.new FluentIterable() {...},0,11,0,0,0,2,0,1,0,1,1,451,426,465,-14,-39,196,1521
Apache Commons Collections,org.apache.commons.collections4,IterableUtils.new FluentIterable() {...},0,5,0,0,16,4,8,2,3,2,10,452,367,204,248,163,61504,26569
Apache Commons Collections,org.apache.commons.collections4,TrieUtils,0,3,0,0,7,6,6,7,6,5,13,453,336,160,293,176,85849,30976
Apache Commons Collections,org.apache.commons.collections4,FactoryUtils,0,21,0,0,9,2,8,2,2,2,10,454,426,204,250,222,62500,49284
Apache Commons Collections,org.apache.commons.collections4,IterableUtils.new FluentIterable() {...},0,16,0,0,0,12,0,4,0,4,4,455,235,343,112,-108,12544,11664
Apache Commons Collections,org.apache.commons.collections4,QueueUtils,0,22,0,0,4,22,2,11,2,10,13,456,133,160,296,-27,87616,729
Apache Commons Collections,org.apache.commons.collections4,MultiSetUtils,0,18,0,0,1,26,1,10,0,4,11,457,104,181,276,-77,76176,5929
Apache Commons Collections,org.apache.commons.collections4,CollectionUtils.new Transformer() {...},0,13,0,0,3,102,5,40,0,21,45,458,16,24,434,-8,188356,64
Apache Commons Collections,org.apache.commons.collections4,CollectionUtils.new Transformer() {...},0,13,0,0,0,10,0,8,0,7,8,459,264,242,217,22,47089,484
Apache Commons Collections,org.apache.commons.collections4,CollectionUtils.new Transformer() {...},0,13,0,0,0,5,0,3,0,3,3,460,354,375,85,-21,7225,441
Apache Commons Collections,org.apache.commons.collections4,ListUtils.CharSequenceAsList,0,16,0,0,8,13,3,6,1,3,9,461,225,224,237,1,56169,1
Apache Commons Collections,org.apache.commons.collections4,MapUtils.new AbstractMapDecorator() {...},0,4,0,0,0,2,0,2,0,2,2,462,426,409,53,17,2809,289
Apache Commons Collections,org.apache.commons.collections4,MapUtils.new AbstractSortedMapDecorator() {...},0,4,0,0,2,12,1,12,1,10,13,463,235,160,303,75,91809,5625
Apache Commons Collections,org.apache.commons.collections4.multiset,AbstractMapMultiSet.MutableInteger,18,6,4,0,6,10,2,3,1,3,5,464,264,312,152,-48,23104,2304
Apache Commons Collections,org.apache.commons.collections4.multiset,SynchronizedMultiSet.SynchronizedSet,0,5,0,0,44,33,24,21,9,13,45,465,75,24,441,51,194481,2601
Apache Commons Collections,org.apache.commons.collections4.multiset,AbstractMultiSet.EntrySet,61,10,10,0,5,22,4,14,4,13,18,466,133,98,368,35,135424,1225
Apache Commons Collections,org.apache.commons.collections4.multiset,AbstractMultiSet.AbstractEntry,45,19,12,0,2,20,1,11,1,10,12,467,155,172,295,-17,87025,289
Apache Commons Collections,org.apache.commons.collections4.multiset,HashMultiSet,0,30,0,0,6,4,5,3,5,3,8,468,367,242,226,125,51076,15625
Apache Commons Collections,org.apache.commons.collections4.multiset,AbstractMapMultiSet.MultiSetEntry,0,16,0,0,0,16,1,10,0,9,11,469,192,181,288,11,82944,121
Apache Commons Collections,org.apache.commons.collections4.multiset,AbstractMultiSet.new Transformer() {...},0,9,0,0,0,32,0,13,0,4,13,470,80,160,310,-80,96100,6400
Apache Commons Collections,org.apache.commons.collections4.multiset,AbstractMapMultiSet.EntrySetIterator,18,34,2,0,6,86,5,40,1,20,45,471,23,24,447,-1,199809,1
Apache Commons Collections,org.apache.commons.collections4.queue,AbstractQueueDecorator,20,12,0,0,0,10,0,8,0,8,8,472,264,242,230,22,52900,484
Apache Commons Collections,org.apache.commons.collections4.queue,PredicatedQueue,0,39,0,0,2,21,2,14,2,13,16,473,142,121,352,21,123904,441
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,Branch ,,,,,,,,,,,,Line,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,Sum of d^2,,,,15421627,,,,,,,,Sum of d^2,1558008,,,,,
,,Numerator,,,,92529762,,,,,,,,Numerator,9348048,,,,,
,,,,,,,,,,,,,,,,,,,,
,,n,,,,473,,,,,,,,n,473,,,,,
,,n^3,,,,105823817,,,,,,,,n^3,105823817,,,,,
,,Denominator,,,,105823344,,,,,,,,Denominator,105823344,,,,,
,,,,,,,,,,,,,,,,,,,,
,,r,,,,0.125620506,,,,,,,,r,0.91166365,,,,,